Attrition,Age,TravelProfile,HomeToWork,Gender,HourlnWeek,Involvement,WorkLifeBalance,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,WorkExperience,LastPromotion,CurrentProfile,MaritalStatus,MonthlyIncome,Department_Marketing,Department_Sales,EducationField_Engineer,EducationField_MBA,EducationField_Marketing Diploma,EducationField_Other,EducationField_Statistics,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
0.0,25.0,1,20.0,0,67.0,3.0,3.0,1.0,0.0,3.0,0.0,16.0,7.0,1.0,2.0,1,18669.0,False,False,False,False,False,False,False,True,False,False,False
0.0,35.0,1,17.0,1,61.0,4.0,5.0,4.0,0.0,1.0,0.0,20.0,11.0,3.0,3.0,0,23606.0,False,False,False,False,False,False,True,False,False,True,False
0.0,27.0,1,17.0,1,37.0,3.0,3.0,4.0,0.0,9.0,0.0,19.0,4.0,2.0,2.0,2,17811.0,False,False,True,False,False,False,False,True,False,False,False
0.0,28.0,1,3.0,0,67.0,4.0,5.0,4.0,1.0,0.0,0.0,22.0,6.0,0.0,4.0,1,18201.0,False,False,False,False,False,False,True,True,False,False,False
1.0,24.0,1,4.0,1,65.0,3.0,3.0,3.0,0.0,9.0,0.0,19.0,4.0,2.0,0.0,0,19577.0,False,True,False,False,False,False,True,False,True,False,False
1.0,36.0,1,3.0,1,49.0,4.0,1.0,3.0,0.0,1.0,0.0,18.0,2.0,0.0,2.0,0,17044.0,False,True,False,False,False,False,False,True,False,False,False
0.0,35.0,1,3.0,0,47.0,3.0,2.0,1.0,1.0,10.0,0.0,23.0,10.0,3.0,2.0,1,21484.0,False,False,False,False,False,False,True,False,True,False,False
1.0,32.0,1,23.0,1,73.0,5.0,4.0,3.0,1.0,4.0,1.0,17.0,5.0,3.0,3.0,2,20559.0,False,True,False,False,False,False,True,False,True,False,False
0.0,30.0,2,5.0,1,69.0,3.0,4.0,4.0,1.0,1.0,0.0,19.0,5.0,1.0,3.0,2,19180.0,False,False,False,False,False,False,True,True,False,False,False
1.0,29.0,1,27.0,0,52.0,4.0,2.0,3.0,0.0,6.0,1.0,20.0,7.0,1.0,4.0,0,18028.0,False,False,False,False,False,False,True,True,False,False,False
0.0,27.0,1,9.0,1,73.0,3.0,4.0,2.0,0.0,2.0,1.0,19.0,4.0,1.0,3.0,2,18659.0,False,False,False,False,False,False,True,True,False,False,False
0.0,44.0,1,6.0,0,58.0,3.0,2.0,4.0,0.0,7.0,0.0,16.0,26.0,3.0,10.0,2,30799.5,False,True,False,False,True,False,False,False,False,False,True
0.0,40.0,2,6.0,0,48.0,4.0,4.0,5.0,1.0,5.0,1.0,26.0,20.0,1.0,12.0,2,25475.0,False,True,False,False,False,False,True,False,False,True,False
0.0,23.0,1,8.0,0,62.0,1.5,4.0,4.0,0.0,2.0,1.0,22.0,5.0,3.0,3.0,1,18328.0,False,False,False,False,False,False,True,True,False,False,False
0.0,36.0,1,11.0,0,82.0,3.0,4.0,3.0,1.0,2.0,0.0,23.0,7.0,2.0,5.0,0,20323.0,True,False,True,False,False,False,False,True,False,False,False
1.0,54.0,1,5.0,1,80.0,4.0,5.0,1.0,1.0,1.0,0.0,22.0,28.5,2.0,10.0,1,26169.0,False,False,True,False,False,False,False,False,False,True,False
0.0,29.0,1,30.0,1,41.0,5.0,4.0,5.0,0.0,1.0,0.0,27.0,9.0,1.0,1.0,1,21208.0,False,False,False,False,False,False,False,False,True,False,False
0.0,29.0,1,1.0,0,59.0,3.0,4.0,5.0,1.0,0.0,0.0,17.0,6.0,0.0,2.0,1,20373.0,False,False,False,False,False,False,True,False,True,False,False
1.0,31.0,1,14.0,0,46.0,3.0,2.0,5.0,1.0,2.0,0.0,22.0,9.0,1.0,2.0,1,19233.0,False,True,False,False,False,False,False,False,True,False,False
1.0,44.0,1,11.0,0,66.0,3.0,2.0,3.0,1.0,1.0,1.0,16.0,6.0,0.0,2.0,0,17936.0,False,False,False,False,False,False,True,True,False,False,False
0.0,36.0,1,13.0,1,71.0,4.0,1.0,3.0,0.0,2.0,0.0,18.0,1.0,1.0,1.0,0,17200.0,False,True,False,False,False,False,False,True,False,False,False
1.0,32.0,1,10.0,1,41.0,3.0,3.0,5.0,1.0,7.0,0.0,27.0,10.0,0.0,4.0,0,19200.0,False,False,False,False,False,False,False,True,False,False,False
0.0,27.0,0,10.0,0,78.0,3.0,4.0,1.0,0.0,2.0,0.0,26.0,8.0,6.0,8.0,0,18570.0,False,False,False,False,False,False,False,True,False,False,False
0.0,42.0,1,3.0,0,56.0,3.0,4.0,3.0,0.0,5.0,0.0,16.0,24.0,4.0,14.0,1,30799.5,False,False,False,False,False,False,True,False,False,False,True
1.0,33.0,1,28.0,0,59.0,3.0,5.0,1.0,0.0,2.0,1.0,30.0,2.0,1.0,3.0,0,18795.0,False,False,False,False,False,False,True,True,False,False,False
0.0,30.0,1,6.0,1,54.0,3.0,2.0,5.0,1.0,5.0,0.0,19.0,8.0,2.0,2.0,1,18204.0,False,False,True,False,False,False,False,True,False,False,False
0.0,48.0,2,6.0,1,51.0,3.0,3.0,3.0,0.0,10.0,1.0,18.0,28.5,6.0,14.0,1,29770.0,False,True,False,False,False,False,False,False,False,False,False
1.0,32.0,1,10.0,1,41.0,3.0,1.0,5.0,1.0,7.0,0.0,27.0,10.0,0.0,4.0,0,19200.0,False,False,False,False,False,False,False,True,False,False,False
0.0,45.0,1,3.0,1,77.0,3.0,4.0,5.0,0.0,6.0,1.0,27.0,10.0,2.0,4.0,1,21454.0,False,True,False,False,True,False,False,False,True,False,False
1.0,58.0,1,3.0,0,59.0,3.0,3.0,3.0,1.0,4.0,0.0,29.0,7.0,0.0,0.0,0,17479.0,False,False,True,False,False,False,False,True,False,False,False
1.0,35.0,1,16.0,0,59.0,5.0,1.0,1.0,1.0,6.0,1.0,19.0,7.0,2.0,2.0,1,20440.0,False,True,False,False,False,False,False,False,True,False,False
0.0,40.0,2,10.0,0,56.0,4.0,3.0,1.0,1.0,2.0,0.0,21.0,22.0,6.0,4.0,1,30799.5,False,False,False,False,False,False,False,False,False,False,True
0.0,43.0,2,30.0,1,64.0,3.0,3.0,3.0,1.0,3.0,0.0,17.0,20.0,1.0,3.0,1,20556.0,False,False,False,False,False,False,True,False,True,False,False
0.0,32.0,2,10.0,1,70.0,3.0,5.0,5.0,0.0,3.0,0.0,20.0,10.0,3.0,3.0,1,25637.0,False,True,False,False,True,False,False,False,False,True,False
0.0,31.0,1,8.0,1,43.0,3.0,1.0,1.0,0.0,3.0,0.0,18.0,13.0,6.0,5.0,1,25419.0,False,True,False,False,False,False,True,False,False,True,False
1.0,33.0,1,17.0,1,69.0,3.0,1.0,5.0,0.0,5.0,0.0,20.0,6.0,0.0,2.0,0,20324.0,False,True,False,False,True,False,False,False,True,False,False
1.0,36.0,1,7.0,0,63.0,3.0,5.0,5.0,0.0,4.0,1.0,27.0,7.0,0.0,2.0,1,17073.0,True,False,False,True,False,False,False,True,False,False,False
0.0,36.0,1,2.0,1,60.0,3.0,4.0,5.0,1.0,2.0,0.0,27.0,5.0,1.0,0.0,1,17066.0,False,False,False,False,False,False,True,True,False,False,False
1.0,36.0,1,18.0,0,61.0,5.0,1.0,1.0,0.0,7.0,1.0,20.0,8.0,3.0,3.0,1,21440.0,False,True,False,False,False,False,False,False,True,False,False
1.0,34.0,2,7.0,1,59.0,5.0,5.0,3.0,0.0,0.0,0.0,21.0,3.0,1.0,0.0,1,17351.0,False,True,False,False,True,False,False,True,False,False,False
0.0,48.0,1,3.0,0,56.0,2.0,1.0,4.0,0.0,3.0,0.0,20.0,12.0,2.0,2.0,2,23120.0,False,True,False,False,True,False,False,False,True,False,False
0.0,36.0,0,8.0,0,75.0,3.0,3.0,2.0,0.0,2.0,0.0,21.0,1.0,1.0,1.0,0,17051.0,False,False,False,False,False,False,True,True,False,False,False
0.0,33.0,1,8.0,1,69.0,4.0,3.0,4.0,0.0,4.0,0.0,18.0,13.0,3.0,6.0,1,21878.0,False,False,False,False,False,False,True,False,True,False,False
0.0,45.0,1,7.0,0,64.0,1.5,4.0,5.0,1.0,2.0,0.0,20.0,27.0,6.0,14.0,1,30799.5,False,False,False,False,False,False,True,False,False,False,True
1.0,36.0,1,23.0,1,48.0,3.0,5.0,3.0,1.0,4.0,1.0,16.0,7.0,0.0,1.0,1,17132.0,False,False,False,False,False,False,True,True,False,False,False
0.0,42.0,1,9.0,0,52.0,3.0,2.0,3.0,1.0,0.0,1.0,16.0,4.0,1.0,0.0,1,17696.0,True,False,True,False,False,False,False,True,False,False,False
0.0,20.0,1,12.0,0,56.0,3.0,3.0,5.0,1.0,2.0,0.0,30.5,2.0,1.0,1.0,0,18552.0,False,False,False,False,False,False,True,True,False,False,False
1.0,24.0,1,1.0,1,62.0,3.0,2.0,4.0,0.0,1.0,1.0,21.0,6.0,1.0,4.0,0,18202.0,False,True,True,False,False,False,False,True,False,False,False
1.0,33.0,1,17.0,1,69.0,3.0,3.0,5.0,0.0,5.0,0.0,20.0,6.0,0.0,2.0,0,20324.0,False,True,False,False,True,False,False,False,True,False,False
1.0,30.0,1,26.0,1,47.0,4.0,3.0,5.0,1.0,2.0,0.0,20.0,12.0,4.0,11.0,2,23336.0,False,True,False,False,False,False,True,False,False,True,False
0.0,36.0,1,4.0,1,59.0,3.0,4.0,1.0,0.0,1.0,0.0,26.0,1.0,0.0,0.0,1,17061.0,False,False,False,False,False,False,True,True,False,False,False
0.0,37.0,1,14.0,0,47.0,3.0,3.0,1.0,0.0,1.0,0.0,22.0,10.0,3.0,7.0,1,19285.0,False,False,False,False,False,False,False,False,True,False,False
1.0,34.0,1,7.0,0,53.0,3.0,3.0,5.0,1.0,2.0,0.0,16.0,8.0,1.0,3.0,0,17960.0,False,False,False,False,False,False,False,True,False,False,False
0.0,36.0,2,21.0,1,54.0,3.0,4.0,2.0,0.0,1.0,0.0,20.0,3.0,0.0,2.0,2,17157.0,False,True,True,False,False,False,False,True,False,False,False
0.0,34.0,2,4.0,0,45.0,3.0,5.0,2.0,0.0,0.0,0.0,20.0,7.0,0.0,4.0,0,22756.0,False,False,False,False,False,False,True,False,True,False,False
0.0,58.0,1,27.0,0,55.0,2.0,2.0,2.0,0.0,4.0,1.0,22.0,13.0,2.0,5.0,1,25439.0,False,False,False,False,False,False,True,False,False,True,False
1.0,47.0,1,12.0,0,66.0,4.0,5.0,2.0,0.0,2.0,0.0,22.0,10.0,5.0,8.0,0,25619.0,False,True,False,False,False,False,False,False,False,True,False
0.0,42.0,1,10.0,0,63.0,4.0,2.0,1.0,0.0,8.0,0.0,27.0,24.0,0.0,1.0,0,30799.5,False,False,False,False,False,True,False,False,False,False,True
0.0,48.0,1,7.0,1,64.0,4.0,5.0,4.0,0.0,9.0,1.0,18.0,28.5,6.0,11.0,1,26333.0,False,False,False,False,False,False,True,False,False,True,False
0.0,51.0,1,7.0,0,68.0,3.0,2.0,4.0,0.0,4.0,0.0,20.0,28.5,2.0,7.0,1,30799.5,False,False,False,False,False,False,True,False,False,False,True
1.0,47.0,2,10.0,0,52.0,5.0,4.0,3.0,1.0,7.0,0.0,16.0,25.0,6.0,10.0,1,27936.0,False,True,False,False,False,False,True,False,False,False,False
1.0,57.0,1,27.0,0,69.0,3.0,3.0,1.0,1.0,2.0,0.0,22.0,6.0,2.0,1.0,0,18587.0,False,False,False,False,False,False,True,True,False,False,False
1.0,40.0,1,26.0,0,57.0,4.0,1.0,4.0,1.0,2.0,1.0,17.0,9.0,1.0,0.0,0,24094.0,False,True,False,False,True,False,False,False,False,True,False
0.0,33.0,1,3.0,0,60.0,3.0,3.0,1.0,1.0,0.0,0.0,19.0,4.0,0.0,2.0,0,17500.0,False,False,False,False,False,False,True,True,False,False,False
0.0,46.0,1,1.0,0,67.0,3.0,1.0,5.0,0.0,7.0,0.0,21.0,17.0,0.0,3.0,1,24396.0,False,False,False,False,False,False,False,False,False,True,False
0.0,46.0,1,30.0,0,55.0,3.0,4.0,2.0,0.0,6.0,0.0,19.0,10.0,1.0,4.0,0,19452.0,False,False,False,False,False,False,False,True,False,False,False
1.0,31.0,2,27.0,0,63.0,3.0,3.0,1.0,1.0,1.0,1.0,16.0,10.0,0.0,8.0,1,20617.0,False,True,False,False,True,False,False,False,True,False,False
0.0,36.0,0,1.0,1,59.0,4.0,5.0,4.0,1.0,6.0,0.0,25.0,5.0,0.0,2.0,2,17332.0,False,False,False,False,False,False,True,True,False,False,False
0.0,18.0,0,6.0,0,73.0,3.0,5.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0,16051.0,False,False,False,False,False,False,True,True,False,False,False
0.0,30.0,1,1.0,0,55.0,4.0,2.0,1.0,0.0,1.0,1.0,17.0,10.0,3.0,0.0,1,20126.0,False,False,False,False,False,False,True,False,True,False,False
0.0,38.0,2,3.0,0,33.0,5.0,5.0,1.0,1.0,2.0,0.0,20.0,7.0,2.0,4.0,1,25525.0,False,True,False,False,False,False,False,False,True,False,False
0.0,55.0,1,1.0,0,51.0,3.0,1.0,5.0,1.0,0.0,1.0,19.0,28.5,4.0,13.0,0,30799.5,False,False,False,False,False,False,False,False,False,False,True
0.0,49.0,1,5.0,1,39.0,3.0,1.0,2.0,1.0,3.0,0.0,20.0,15.0,6.0,8.0,2,20051.0,False,True,False,False,True,False,False,False,True,False,False
0.0,32.0,1,4.0,1,63.0,3.0,3.0,5.0,1.0,1.0,0.0,17.0,8.0,6.0,3.0,2,21725.0,False,False,False,False,False,False,False,False,True,False,False
0.0,35.0,1,3.0,0,44.0,4.0,5.0,4.0,1.0,2.0,0.0,23.0,15.0,6.0,4.0,1,25274.0,False,False,False,False,False,False,True,False,False,True,False
0.0,36.0,2,4.0,0,46.0,3.0,2.0,4.0,1.0,1.0,0.0,17.0,12.0,0.0,7.0,1,18692.0,False,False,True,False,False,False,False,True,False,False,False
0.0,52.0,1,4.0,0,31.0,4.0,4.0,5.0,0.0,1.0,0.0,16.0,28.5,1.0,14.5,1,30799.5,False,True,False,False,True,False,False,False,False,False,False
1.0,23.0,2,10.0,0,33.0,3.0,5.0,5.0,1.0,1.0,0.0,24.0,1.0,1.0,0.0,1,16790.0,False,False,False,False,True,False,False,True,False,False,False
0.0,40.0,1,7.0,0,38.0,3.0,5.0,1.0,1.0,1.0,1.0,26.0,21.0,6.0,7.0,0,30799.5,True,False,False,False,False,False,False,False,False,False,False
1.0,20.0,1,9.0,1,68.0,4.0,3.0,5.0,0.0,1.0,1.0,20.0,1.0,0.0,0.0,0,17600.0,False,False,False,False,False,False,False,True,False,False,False
0.0,24.0,1,11.0,1,77.0,3.0,3.0,3.0,0.0,1.0,1.0,17.0,5.0,0.0,3.0,1,19260.0,False,True,False,False,True,False,False,False,True,False,False
0.0,33.0,1,10.0,0,69.0,3.0,4.0,2.0,0.0,5.0,0.0,18.0,8.0,1.0,4.0,2,25204.0,False,True,False,False,True,False,False,False,True,False,False
1.0,58.0,1,3.0,0,59.0,3.0,2.0,3.0,1.0,4.0,0.0,29.0,7.0,0.0,0.0,0,17479.0,False,False,True,False,False,False,False,True,False,False,False
1.0,30.0,1,3.0,1,50.0,4.0,5.0,3.0,0.0,7.0,1.0,25.0,6.0,1.0,3.0,1,18800.0,False,True,False,False,False,False,False,True,False,False,False
0.0,56.0,1,9.0,1,67.0,3.0,1.0,5.0,0.0,4.0,1.0,23.0,5.0,2.0,2.0,1,19257.0,False,False,False,False,False,False,True,True,False,False,False
0.0,33.0,1,6.0,1,41.0,3.0,4.0,1.0,0.0,4.0,0.0,21.0,11.0,6.0,8.0,0,27159.0,False,False,False,False,False,False,True,False,False,True,False
0.0,27.0,1,26.0,1,62.0,3.0,2.0,2.0,1.0,2.0,0.0,28.0,4.0,1.0,3.0,1,18886.0,False,False,False,False,False,False,True,True,False,False,False
1.0,18.0,2,6.0,0,69.0,3.0,2.0,4.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0,16878.0,False,False,False,False,True,False,False,True,False,False,False
0.0,37.0,1,17.0,0,70.0,3.0,1.0,1.0,1.0,1.0,1.0,23.0,18.0,5.0,12.0,1,22586.0,False,False,False,False,False,False,True,False,True,False,False
1.0,20.0,1,5.0,0,54.0,3.0,3.0,5.0,1.0,1.0,0.0,24.0,1.0,0.0,0.0,0,17973.0,False,False,True,False,False,False,False,True,False,False,False
1.0,39.0,1,7.0,0,59.0,3.0,2.0,5.0,1.0,7.0,1.0,26.0,8.0,2.0,2.0,2,17404.0,False,False,False,False,False,False,False,True,False,False,False
0.0,36.0,0,11.0,0,32.0,3.0,3.0,2.0,1.0,1.0,0.0,19.0,10.0,6.0,7.0,0,24980.0,False,True,False,False,False,False,False,False,False,True,False
0.0,27.0,1,20.0,0,67.0,4.0,1.0,5.0,0.0,1.0,0.0,16.0,7.0,0.0,3.0,1,19066.0,False,False,False,False,False,True,False,True,False,False,False
1.0,30.0,1,13.0,1,64.0,4.0,1.0,5.0,0.0,7.0,1.0,26.0,4.0,1.0,1.0,0,18404.0,False,False,False,False,False,False,True,True,False,False,False
0.0,40.0,1,27.0,0,74.0,3.0,1.0,5.0,0.0,1.0,0.0,20.0,8.0,6.0,5.0,1,23396.0,False,True,False,False,True,False,False,False,True,False,False
1.0,36.0,2,21.0,1,69.0,3.0,5.0,3.0,1.0,1.0,1.0,24.0,6.0,4.0,3.0,2,20614.0,False,True,False,False,True,False,False,False,True,False,False
1.0,18.0,0,9.0,0,80.0,3.0,1.0,3.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0,16904.0,False,False,False,False,False,False,False,True,False,False,False
0.0,31.0,1,3.0,0,62.0,4.0,3.0,5.0,1.0,3.0,0.0,17.0,9.0,1.0,0.0,1,21410.0,True,False,False,True,False,False,False,False,True,False,False
0.0,37.0,1,11.0,0,49.0,3.0,5.0,4.0,0.0,2.0,1.0,17.0,18.0,0.0,1.0,0,19197.0,False,False,False,False,False,False,True,False,True,False,False
0.0,27.0,2,9.0,0,63.0,1.5,1.0,1.0,0.0,1.0,0.0,24.0,9.0,6.0,8.0,1,18544.0,False,False,False,False,False,True,False,True,False,False,False
0.0,49.0,1,7.0,1,41.0,4.0,1.0,3.0,0.0,2.0,1.0,24.0,28.5,2.0,12.0,1,28966.0,False,False,False,False,False,False,True,False,False,False,False
0.0,40.0,1,27.0,0,74.0,3.0,5.0,5.0,1.0,1.0,0.0,20.0,8.0,6.0,5.0,2,23396.0,False,True,False,False,True,False,False,False,True,False,False
1.0,36.0,1,9.0,1,43.0,1.5,5.0,5.0,1.0,1.0,0.0,21.0,18.0,6.0,14.0,0,17743.0,False,False,False,False,False,False,True,True,False,False,False
0.0,28.0,1,5.0,1,49.0,3.0,3.0,1.0,1.0,1.0,0.0,24.0,5.0,3.0,3.0,1,20227.0,False,False,False,False,False,False,True,False,True,False,False
1.0,36.0,2,1.0,1,59.0,4.0,2.0,4.0,0.0,1.0,1.0,16.0,3.0,1.0,2.0,0,17174.0,False,True,True,False,False,False,False,True,False,False,False
0.0,34.0,1,18.0,1,67.0,3.0,1.0,1.0,1.0,1.0,1.0,19.0,11.0,1.0,2.0,1,20878.0,False,False,False,False,False,False,False,False,True,False,False
0.0,36.0,1,16.0,0,59.0,3.0,3.0,2.0,1.0,1.0,0.0,24.0,6.0,1.0,5.0,0,17340.0,False,False,False,False,False,False,True,True,False,False,False
0.0,32.0,1,11.0,1,63.0,3.0,1.0,2.0,1.0,2.0,0.0,29.0,12.0,2.0,9.0,0,20424.0,False,False,False,False,False,False,True,False,True,False,False
0.0,30.0,1,9.0,1,73.0,1.5,2.0,5.0,1.0,0.0,1.0,17.0,9.0,1.0,7.0,1,26416.0,False,False,False,False,False,False,True,False,False,True,False
1.0,41.0,1,9.0,1,57.0,5.0,5.0,1.0,1.0,4.0,1.0,18.0,10.0,1.0,0.0,1,17778.0,False,False,False,False,False,False,True,True,False,False,False
0.0,33.0,2,1.0,1,42.0,2.0,1.0,5.0,1.0,2.0,0.0,24.0,10.0,1.0,3.0,2,20376.0,False,True,False,False,False,False,True,False,True,False,False
0.0,35.0,1,8.0,0,59.0,3.0,5.0,3.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,1,20160.0,False,True,False,False,False,False,True,True,False,False,False
0.0,37.0,0,11.0,1,65.0,1.5,4.0,5.0,0.0,10.0,0.0,20.0,11.0,1.0,6.0,1,27713.0,False,False,False,False,False,False,True,False,False,True,False
0.0,44.0,1,5.0,0,75.0,3.0,2.0,1.0,1.0,2.0,1.0,23.0,11.0,6.0,9.0,1,23847.0,False,True,False,False,False,False,False,False,True,False,False
0.0,58.5,1,5.0,1,71.0,4.0,4.0,1.0,1.0,4.0,1.0,19.0,28.5,5.0,4.0,0,29726.0,False,False,False,False,False,False,True,False,False,False,False
0.0,47.0,1,5.0,0,48.0,3.0,5.0,1.0,1.0,8.0,1.0,23.0,25.0,3.0,3.0,1,30799.5,False,False,False,False,False,False,False,False,False,False,True
1.0,29.0,1,24.0,1,45.0,4.0,1.0,5.0,0.0,1.0,0.0,18.0,11.0,3.0,10.0,2,22336.0,False,True,False,False,False,False,True,False,False,True,False
1.0,23.0,1,6.0,1,36.0,3.0,5.0,3.0,1.0,1.0,1.0,25.0,5.0,1.0,3.0,2,20171.0,False,False,False,False,False,False,True,False,True,False,False
0.0,31.0,1,11.0,1,56.0,3.0,2.0,1.0,1.0,2.0,1.0,16.0,8.0,1.0,4.0,1,21583.0,False,True,False,False,False,False,False,False,True,False,False
0.0,28.0,1,6.0,0,68.0,3.0,5.0,2.0,0.0,1.0,0.0,19.0,4.0,0.0,2.0,0,19908.0,False,True,False,False,False,False,False,False,True,False,False
0.0,36.0,1,9.0,1,66.0,3.0,5.0,3.0,1.0,4.0,0.0,18.0,6.0,2.0,2.0,1,17543.0,False,False,False,False,False,False,True,True,False,False,False
0.0,30.0,0,10.0,0,66.0,3.0,5.0,5.0,1.0,1.0,0.0,16.0,12.0,6.0,10.0,1,18072.0,False,False,False,False,False,False,False,False,True,False,False
0.0,39.0,1,11.0,0,76.0,3.0,2.0,5.0,1.0,2.0,0.0,18.0,10.0,6.0,7.0,1,20377.0,False,False,False,False,False,False,False,False,True,False,False
1.0,49.0,2,29.0,0,67.0,4.0,3.0,5.0,0.0,3.0,0.0,25.0,20.0,1.0,3.0,0,19284.0,False,False,False,False,False,False,True,False,True,False,False
0.0,48.0,1,16.0,1,59.0,3.0,5.0,5.0,1.0,8.0,0.0,17.0,10.0,6.0,6.0,1,17367.0,False,False,False,False,False,True,False,True,False,False,False
0.0,35.0,0,6.0,0,42.0,4.0,4.0,1.0,1.0,4.0,0.0,23.0,7.0,1.0,3.0,1,18979.0,False,False,False,False,False,False,True,True,False,False,False
1.0,51.0,1,30.0,0,41.0,4.0,3.0,5.0,1.0,5.0,1.0,19.0,21.0,3.0,1.0,1,26854.0,False,True,False,False,True,False,False,False,False,True,False
0.0,34.0,2,11.0,0,43.0,3.0,5.0,3.0,0.0,1.0,1.0,22.0,5.0,2.0,3.0,1,18815.0,False,False,False,False,False,False,False,True,False,False,False
1.0,32.0,1,2.0,0,34.0,5.0,5.0,4.0,0.0,6.0,0.0,20.0,10.0,0.0,0.0,0,21735.0,False,True,False,False,False,False,True,False,True,False,False
1.0,29.0,1,27.0,0,53.0,3.0,1.0,4.0,1.0,2.0,1.0,23.0,2.0,1.0,1.0,1,18408.0,False,False,False,False,False,False,False,True,False,False,False
1.0,18.0,2,6.0,0,69.0,3.0,2.0,4.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0,16878.0,False,False,False,False,True,False,False,True,False,False,False
0.0,41.0,1,5.0,1,48.0,3.0,1.0,4.0,0.0,8.0,0.0,18.0,9.0,2.0,4.0,1,21715.0,False,True,False,False,True,False,False,False,True,False,False
0.0,39.0,1,4.0,1,44.0,1.5,5.0,4.0,1.0,9.0,0.0,20.0,9.0,3.0,6.0,1,21389.0,True,False,False,True,False,False,False,False,True,False,False
0.0,27.0,1,6.0,1,59.0,3.0,2.0,4.0,1.0,1.0,1.0,17.0,4.0,1.0,2.0,0,17478.0,False,False,False,False,False,False,True,True,False,False,False
1.0,28.0,1,3.0,0,79.0,3.0,3.0,3.0,1.0,2.0,0.0,16.0,5.0,0.0,0.0,0,18485.0,False,False,False,False,False,False,True,True,False,False,False
0.0,40.0,1,1.0,0,59.0,3.0,3.0,1.0,0.0,8.0,0.0,24.0,8.0,0.0,0.0,1,17406.0,False,False,False,False,False,False,True,True,False,False,False
0.0,56.0,1,8.0,0,49.0,5.0,2.0,1.0,1.0,4.0,0.0,16.0,28.5,0.0,2.0,0,22260.0,False,False,False,False,False,False,True,False,False,True,False
0.0,42.0,1,9.0,0,61.0,3.0,2.0,5.0,0.0,3.0,1.0,19.0,21.0,3.0,14.5,0,20721.0,False,False,False,False,False,False,False,True,False,False,False
1.0,28.0,1,3.0,0,46.0,3.0,5.0,3.0,1.0,6.0,0.0,22.0,5.0,2.0,1.0,0,19382.0,False,False,False,False,False,False,False,True,False,False,False
0.0,35.0,1,8.0,0,59.0,4.0,5.0,1.0,1.0,2.0,0.0,20.0,16.0,5.0,14.0,1,19986.0,False,False,False,False,False,False,False,False,True,False,False
0.0,25.0,1,9.0,1,55.0,3.0,1.0,3.0,1.0,0.0,1.0,27.0,6.0,0.0,4.0,1,19907.0,False,True,False,False,False,True,False,False,True,False,False
1.0,30.0,1,3.0,0,57.0,3.0,1.0,3.0,0.0,1.0,0.0,20.0,8.0,2.0,6.0,0,18058.0,False,False,True,False,False,False,False,True,False,False,False
0.0,30.0,1,10.0,0,48.0,3.0,5.0,1.0,1.0,0.0,1.0,24.0,9.0,4.0,7.0,1,21347.0,True,False,False,True,False,False,False,False,True,False,False
0.0,39.0,1,21.0,0,62.0,5.0,1.0,1.0,1.0,4.0,1.0,22.0,16.0,2.0,1.0,1,21811.0,False,False,False,False,False,False,False,False,True,False,False
1.0,41.0,0,27.0,1,82.0,1.5,2.0,4.0,1.0,5.0,1.0,22.0,23.0,1.0,1.0,0,29194.0,False,True,False,False,False,False,True,False,False,False,False
1.0,48.0,0,30.0,0,60.0,3.0,1.0,4.0,1.0,2.0,1.0,18.0,11.0,6.0,10.0,1,27849.0,False,False,False,False,False,False,True,False,False,True,False
0.0,30.0,1,8.0,1,73.0,3.0,1.0,5.0,1.0,7.0,0.0,19.0,8.0,0.0,2.0,1,19779.0,False,True,False,False,True,False,False,False,True,False,False
0.0,49.0,0,19.0,0,62.0,3.0,5.0,1.0,0.0,1.0,1.0,20.0,7.0,1.0,7.0,1,21804.0,False,False,False,False,False,False,True,False,True,False,False
0.0,33.0,1,11.0,1,63.0,1.5,5.0,3.0,1.0,6.0,0.0,18.0,9.0,2.0,4.0,1,21175.0,False,False,False,False,False,False,False,False,True,False,False
1.0,29.0,1,24.0,1,45.0,4.0,1.0,5.0,0.0,1.0,0.0,18.0,11.0,3.0,10.0,1,22336.0,False,True,False,False,False,False,True,False,False,True,False
0.0,43.0,2,1.0,1,33.0,3.0,5.0,2.0,0.0,4.0,0.0,18.0,12.0,2.0,2.0,2,20562.0,False,False,False,False,False,False,True,False,True,False,False
0.0,28.0,1,14.0,0,63.0,3.0,2.0,5.0,1.0,1.0,0.0,20.0,7.0,2.0,5.0,2,18099.0,False,False,False,False,False,False,True,True,False,False,False
0.0,32.0,1,7.0,0,43.0,3.0,2.0,3.0,0.0,3.0,0.0,25.0,8.0,1.0,4.0,0,18038.0,False,False,False,False,False,False,True,True,False,False,False
0.0,29.0,1,4.0,0,56.0,3.0,3.0,5.0,0.0,3.0,0.0,17.0,6.0,2.0,3.0,0,18080.0,False,False,True,False,False,False,False,True,False,False,False
